state_component, stat, schedule, label_scheme, N, result
goal.all, roc.v1_ca10, 1, b, 39560, 0.0000000
goal.all, roc.v1_ca20, 1, b, 39560, 0.7047776
goal.all, roc.v2_ca05, 1, b, 39560, 0.0000000
goal.all, roc.v2_ca10, 1, b, 39560, 0.0000000
goal.all, roc.v2_ca20, 1, b, 39560, 0.0000000
goal.joint, acc, 1, b, 9890, 0.3808898
goal.joint, l2, 1, b, 9890, 1.0619741
goal.joint, l2.binary, 1, b, 9890, 1.2542640
goal.joint, avgp, 1, b, 9890, 0.3308422
goal.joint, neglogp, 1, b, 9890, 5.2420555
goal.joint, mrr, 1, b, 9890, 0.4221937
goal.joint, update.acc, 1, b, 9890, 0.1512810
goal.joint, update.prec, 1, b, 9890, 0.2564289
goal.joint, roc.v1_eer, 1, b, 9890, 0.4891810
goal.joint, roc.v1_ca05, 1, b, 9890, 0.0001011
goal.joint, roc.v1_ca10, 1, b, 9890, 0.0168857
goal.joint, roc.v1_ca20, 1, b, 9890, 0.0926188
goal.joint, roc.v2_ca05, 1, b, 9890, 0.0000000
goal.joint, roc.v2_ca10, 1, b, 9890, 0.0045129
goal.joint, roc.v2_ca20, 1, b, 9890, 0.0822936
goal.joint_independent, acc, 1, b, 9890, 0.3808898
goal.joint_independent, l2, 1, b, 9890, 1.0619741
goal.joint_independent, l2.binary, 1, b, 9890, 1.2542640
goal.joint_independent, avgp, 1, b, 9890, 0.3308422
goal.joint_independent, neglogp, 1, b, 9890, 5.2420555
goal.joint_independent, mrr, 1, b, 9890, 0.4221937
goal.joint_independent, update.acc, 1, b, 9890, 0.1512810
goal.joint_independent, update.prec, 1, b, 9890, 0.2564289
goal.joint_independent, roc.v1_eer, 1, b, 9890, 0.4891810
goal.joint_independent, roc.v1_ca05, 1, b, 9890, 0.0001011
goal.joint_independent, roc.v1_ca10, 1, b, 9890, 0.0168857
goal.joint_independent, roc.v1_ca20, 1, b, 9890, 0.0926188
goal.joint_independent, roc.v2_ca05, 1, b, 9890, 0.0000000
goal.joint_independent, roc.v2_ca10, 1, b, 9890, 0.0045129
goal.joint_independent, roc.v2_ca20, 1, b, 9890, 0.0822936
method, acc, 1, b, 9890, 0.5988878
method, l2, 1, b, 9890, 0.7595643
method, l2.binary, 1, b, 9890, 0.7865393
method, avgp, 1, b, 9890, 0.5915047
method, neglogp, 1, b, 9890, 3.1649049
method, mrr, 1, b, 9890, 0.7230249
method, update.acc, 1, b, 9890, 0.4241976
method, update.prec, 1, b, 9890, 0.9004710
method, roc.v1_eer, 1, b, 9890, 0.3842265
method, roc.v1_ca05, 1, b, 9890, 0.1672396
method, roc.v1_ca10, 1, b, 9890, 0.2626896
method, roc.v1_ca20, 1, b, 9890, 0.4176946
method, roc.v2_ca05, 1, b, 9890, 0.1453655
method, roc.v2_ca10, 1, b, 9890, 0.2417694
method, roc.v2_ca20, 1, b, 9890, 0.3822387
all, acc, 1, b, 128570, 0.8902854
all, l2, 1, b, 128570, 0.2062290
all, l2.binary, 1, b, 128570, 0.2178145
all, avgp, 1, b, 128570, 0.8820965
all, neglogp, 1, b, 128570, 0.8586084
all, mrr, 1, b, 128570, 0.9101416
all, update.acc, 1, b, 128570, 0.7675466
all, update.prec, 1, b, 128570, 0.8022556
all, roc.v1_eer, 1, b, 128570, 0.1473750
all, roc.v1_ca05, 1, b, 128570, 0.7195147
all, roc.v1_ca10, 1, b, 128570, 0.8848176
all, roc.v1_ca20, 1, b, 128570, 0.8902854
all, roc.v2_ca05, 1, b, 128570, 0.0000000
