state_component, stat, schedule, label_scheme, N, result
goal.name, roc.v1_eer, 1, b, 9890, 0.0210313
goal.name, roc.v1_ca05, 1, b, 9890, 0.9893832
goal.name, roc.v1_ca10, 1, b, 9890, 0.9893832
goal.name, roc.v1_ca20, 1, b, 9890, 0.9893832
goal.name, roc.v2_ca05, 1, b, 9890, 0.0422075
goal.name, roc.v2_ca10, 1, b, 9890, 0.1157895
goal.name, roc.v2_ca20, 1, b, 9890, 0.1487992
goal.area, acc, 1, b, 9890, 0.7102123
goal.area, l2, 1, b, 9890, 0.5199539
goal.area, l2.binary, 1, b, 9890, 0.5564808
goal.area, avgp, 1, b, 9890, 0.6816370
goal.area, neglogp, 1, b, 9890, 1.5724055
goal.area, mrr, 1, b, 9890, 0.8007586
goal.area, update.acc, 1, b, 9890, 0.2802732
goal.area, update.prec, 1, b, 9890, 0.7956749
goal.area, roc.v1_eer, 1, b, 9890, 0.3429727
goal.area, roc.v1_ca05, 1, b, 9890, 0.2067745
goal.area, roc.v1_ca10, 1, b, 9890, 0.3469161
goal.area, roc.v1_ca20, 1, b, 9890, 0.5990900
goal.area, roc.v2_ca05, 1, b, 9890, 0.0956720
goal.area, roc.v2_ca10, 1, b, 9890, 0.1791002
goal.area, roc.v2_ca20, 1, b, 9890, 0.3210421
goal.all, acc, 1, b, 39560, 0.7725733
goal.all, l2, 1, b, 39560, 0.4011450
goal.all, l2.binary, 1, b, 39560, 0.4488254
goal.all, avgp, 1, b, 39560, 0.7377746
goal.all, neglogp, 1, b, 39560, 1.2795962
goal.all, mrr, 1, b, 39560, 0.8331493
goal.all, update.acc, 1, b, 39560, 0.7547424
goal.all, update.prec, 1, b, 39560, 0.8120071
goal.all, roc.v1_eer, 1, b, 39560, 0.2752781
goal.all, roc.v1_ca05, 1, b, 39560, 0.3139788
goal.all, roc.v1_ca10, 1, b, 39560, 0.5064459
goal.all, roc.v1_ca20, 1, b, 39560, 0.7616532
goal.all, roc.v2_ca05, 1, b, 39560, 0.1132742
goal.all, roc.v2_ca10, 1, b, 39560, 0.1860419
goal.all, roc.v2_ca20, 1, b, 39560, 0.3737853
goal.joint, acc, 1, b, 9890, 0.4235592
goal.joint, l2, 1, b, 9890, 0.8855459
goal.joint, l2.binary, 1, b, 9890, 1.1664857
goal.joint, avgp, 1, b, 9890, 0.3508830
goal.joint, neglogp, 1, b, 9890, 4.1285233
goal.joint, mrr, 1, b, 9890, 0.5235755
goal.joint, update.acc, 1, b, 9890, 0.1677149
goal.joint, update.prec, 1, b, 9890, 0.2904564
