state_component, stat, schedule, label_scheme, N, result
all, acc, 1, b, 128570, 0.8903710
all, l2, 1, b, 128570, 0.1888337
all, l2.binary, 1, b, 128570, 0.2100441
all, avgp, 1, b, 128570, 0.8838698
all, neglogp, 1, b, 128570, 0.6478279
all, mrr, 1, b, 128570, 0.9221593
all, update.acc, 1, b, 128570, 0.7692147
all, update.prec, 1, b, 128570, 0.8047589
all, roc.v1_eer, 1, b, 128570, 0.0980944
all, roc.v1_ca05, 1, b, 128570, 0.8427394
all, roc.v1_ca10, 1, b, 128570, 0.8874543
all, roc.v1_ca20, 1, b, 128570, 0.8903710
all, roc.v2_ca05, 1, b, 128570, 0.7886788
all, roc.v2_ca10, 1, b, 128570, 0.8273073
all, roc.v2_ca20, 1, b, 128570, 0.8743831
goal.food, acc, 2, a, 8919, 0.7702657
goal.food, l2, 2, a, 8919, 0.3699887
goal.food, l2.binary, 2, a, 8919, 0.4739952
goal.food, avgp, 2, a, 8919, 0.7252321
goal.food, neglogp, 2, a, 8919, 1.3620543
goal.food, mrr, 2, a, 8919, 0.8209925
goal.food, update.acc, 2, a, 8919, 0.3954385
goal.food, update.prec, 2, a, 8919, 0.6299898
goal.food, roc.v1_eer, 2, a, 8919, 0.2038345
goal.food, roc.v1_ca05, 2, a, 8919, 0.5410921
goal.food, roc.v1_ca10, 2, a, 8919, 0.6654333
goal.food, roc.v1_ca20, 2, a, 8919, 0.7588295
goal.food, roc.v2_ca05, 2, a, 8919, 0.2809316
goal.food, roc.v2_ca10, 2, a, 8919, 0.4464338
goal.food, roc.v2_ca20, 2, a, 8919, 0.6842795
goal.pricerange, acc, 2, a, 6708, 0.9159213
goal.pricerange, l2, 2, a, 6708, 0.1386025
goal.pricerange, l2.binary, 2, a, 6708, 0.1525208
goal.pricerange, avgp, 2, a, 6708, 0.8882997
goal.pricerange, neglogp, 2, a, 6708, 0.3215414
goal.pricerange, mrr, 2, a, 6708, 0.9514262
goal.pricerange, update.acc, 2, a, 6708, 0.6557496
goal.pricerange, update.prec, 2, a, 6708, 0.8613767
goal.pricerange, roc.v1_eer, 2, a, 6708, 0.1013715
goal.pricerange, roc.v1_ca05, 2, a, 6708, 0.8644902
goal.pricerange, roc.v1_ca10, 2, a, 6708, 0.9159213
goal.pricerange, roc.v1_ca20, 2, a, 6708, 0.9159213
goal.pricerange, roc.v2_ca05, 2, a, 6708, 0.3543294
goal.pricerange, roc.v2_ca10, 2, a, 6708, 0.4672852
goal.pricerange, roc.v2_ca20, 2, a, 6708, 0.7140299
goal.name, acc, 2, a, 362, 0.9613260
goal.name, l2, 2, a, 362, 0.0773207
goal.name, l2.binary, 2, a, 362, 0.0773637
goal.name, avgp, 2, a, 362, 0.9603713
goal.name, neglogp, 2, a, 362, 0.3571596
goal.name, mrr, 2, a, 362, 0.9620056
goal.name, update.acc, 2, a, 362, 0.0000000
goal.name, update.prec, 2, a, 362, -
goal.name, roc.v1_eer, 2, a, 362, 0.0773481
goal.name, roc.v1_ca05, 2, a, 362, 0.9613260
goal.name, roc.v1_ca10, 2, a, 362, 0.9613260
goal.name, roc.v1_ca20, 2, a, 362, 0.9613260
goal.name, roc.v2_ca05, 2, a, 362, 0.0316092
goal.name, roc.v2_ca10, 2, a, 362, 0.0344828
goal.name, roc.v2_ca20, 2, a, 362, 0.0862069
goal.area, acc, 2, a, 8375, 0.8528955
goal.area, l2, 2, a, 8375, 0.2310557
goal.area, l2.binary, 2, a, 8375, 0.2657673
goal.area, avgp, 2, a, 8375, 0.8191083
goal.area, neglogp, 2, a, 8375, 0.5527643
goal.area, mrr, 2, a, 8375, 0.9098001
goal.area, update.acc, 2, a, 8375, 0.4761905
goal.area, update.prec, 2, a, 8375, 0.7871486
goal.area, roc.v1_eer, 2, a, 8375, 0.1487761
goal.area, roc.v1_ca05, 2, a, 8375, 0.7257313
goal.area, roc.v1_ca10, 2, a, 8375, 0.8160000
goal.area, roc.v1_ca20, 2, a, 8375, 0.8528955
goal.area, roc.v2_ca05, 2, a, 8375, 0.2456951
goal.area, roc.v2_ca10, 2, a, 8375, 0.4155117
goal.area, roc.v2_ca20, 2, a, 8375, 0.6964861
goal.all, acc, 2, a, 24364, 0.8416106
goal.all, l2, 2, a, 24364, 0.2541765
goal.all, l2.binary, 2, a, 24364, 0.3080151
goal.all, avgp, 2, a, 24364, 0.8058917
goal.all, neglogp, 2, a, 24364, 0.7824559
goal.all, mrr, 2, a, 24364, 0.8895264
goal.all, update.acc, 2, a, 24364, 0.8417904
goal.all, update.prec, 2, a, 24364, 0.8501433
goal.all, roc.v1_eer, 2, a, 24364, 0.1537514
goal.all, roc.v1_ca05, 2, a, 24364, 0.6900345
goal.all, roc.v1_ca10, 2, a, 24364, 0.8030291
goal.all, roc.v1_ca20, 2, a, 24364, 0.8416106
goal.all, roc.v2_ca05, 2, a, 24364, 0.1994148
goal.all, roc.v2_ca10, 2, a, 24364, 0.3970251
goal.all, roc.v2_ca20, 2, a, 24364, 0.6873446
